name,marketHashName,BUFF,C5,HALOSKINS,YOUPIN
海豹短刀（★ StatTrak™） | 枯焦之色 (破损不堪),★ StatTrak™ Classic Knife | Scorched (Well-Worn),773896,553485791,553485791,103441
海豹短刀（★ StatTrak™） | 屠夫 (崭新出厂),★ StatTrak™ Classic Knife | Slaughter (Factory New),773877,553485792,553485792,61127
海豹短刀（★ StatTrak™） | 屠夫 (略有磨损),★ StatTrak™ Classic Knife | Slaughter (Minimal Wear),773862,553485793,553485793,51951
海豹短刀（★ StatTrak™） | 人工染色 (破损不堪),★ StatTrak™ Classic Knife | Stained (Well-Worn),773883,553485794,553485794,56847
海豹短刀（★ StatTrak™） | 都市伪装 (久经沙场),★ StatTrak™ Classic Knife | Urban Masked (Field-Tested),773850,553485795,553485795,50882
海豹短刀（★ StatTrak™） | 都市伪装 (略有磨损),★ StatTrak™ Classic Knife | Urban Masked (Minimal Wear),773878,553485796,553485796,61138
熊刀（★） | 大马士革钢 (战痕累累),★ Ursus Knife | Damascus Steel (Battle-Scarred),769639,553485810,553485810,53707
AUG | 汪之萌杀 (略有磨损),AUG | Death by Puppy (Minimal Wear),773678,553485828,553485828,877
印花 | 经典反恐精英20周年 (全息),Sticker | CS20 Classic (Holo),773544,553485829,553485829,43429
Tec-9 | 闪光舞步 (久经沙场),Tec-9 | Flash Out (Field-Tested),773535,553485830,553485830,1896
印花 | 像素复仇者,Sticker | Pixel Avenger,773531,553485831,553485831,975
蝴蝶刀（★ StatTrak™） | 森林 DDPAT (崭新出厂),★ StatTrak™ Butterfly Knife | Forest DDPAT (Factory New),757706,553485832,,103444
MAC-10（StatTrak™） | 板条箱 (久经沙场),StatTrak™ MAC-10 | Classic Crate (Field-Tested),773690,553485833,553485833,48113
印花 | 老当益壮,Sticker | Too Old for This,773540,553485834,553485834,1283
印花 | 巨龙传说 (闪亮),Sticker | Dragon Lore (Foil),773532,553485835,553485835,47016
印花 | 周一无战事,Sticker | Mondays,773536,553485836,553485836,37
MP5-SD | 探员 (略有磨损),MP5-SD | Agent (Minimal Wear),773686,553485837,553485837,469
双持贝瑞塔 | 1.6精英 (战痕累累),Dual Berettas | Elite 1.6 (Battle-Scarred),773692,553485838,553485838,46202
印花 | Rush 4x20 (全息),Sticker | Rush 4x20 (Holo),773529,553485839,553485839,347
印花 | 滑翔高手,Sticker | Surf's Up,773528,553485840,553485840,44421
印花 | 双架 (全息),Sticker | Boost (Holo),773546,553485841,553485841,521
印花 | 别起下把买,Sticker | Temperance,773541,553485842,553485842,2431
印花 | 残局大师 (全息),Sticker | Clutchman (Holo),773542,553485843,553485843,47615
印花 | 友情密码,Sticker | Friend Code,773527,553485844,553485844,1598
印花 | 阿兹特克,Sticker | Aztec,773537,553485845,553485845,44237
印花 | 太晚了,Sticker | Too Late,773530,553485846,553485846,47609
印花 | 核子野兽,Sticker | Nuke Beast,773526,553485847,553485847,44673
印花 | 胜者为王 (闪亮),Sticker | All Hail the King (Foil),773548,553485848,553485848,43325
印花 | 像素蒙面男,Sticker | Separate Pixels,773525,553485849,553485849,1319
印花 | 听他的,Sticker | Obey SAS,773533,553485850,553485850,346
印花 | 豚鼠 (全息),Sticker | Guinea Pig (Holo),773543,553485851,553485851,46856
AWP（StatTrak™） | 野火 (崭新出厂),StatTrak™ AWP | Wildfire (Factory New),773777,553485852,553485852,53357
P90（StatTrak™） | 往日行动 (久经沙场),StatTrak™ P90 | Nostalgia (Field-Tested),773766,553485853,553485853,48537
AWP | 野火 (略有磨损),AWP | Wildfire (Minimal Wear),773720,553485854,553485854,1944
AWP | 野火 (崭新出厂),AWP | Wildfire (Factory New),773715,553485855,553485855,44446
法玛斯 | 纪念碑 (崭新出厂),FAMAS | Commemoration (Factory New),773668,553485856,553485856,2200
反恐精英20周年印花胶囊,CS20 Sticker Capsule,773534,553485857,553485857,45796
印花 | 小心手雷！(全息),Sticker | Fire in the Hole (Holo),773549,553485858,553485858,519
法玛斯（StatTrak™） | 退役 (战痕累累),StatTrak™ FAMAS | Decommissioned (Battle-Scarred),773730,553485860,553485860,48828
SCAR-20 | 仓库突击 (久经沙场),SCAR-20 | Assault (Field-Tested),773614,553485861,553485861,128
UMP-45 | 塑胶炸弹 (久经沙场),UMP-45 | Plastique (Field-Tested),773638,553485862,553485862,282
Tec-9（StatTrak™） | 闪光舞步 (久经沙场),StatTrak™ Tec-9 | Flash Out (Field-Tested),773630,553485863,553485863,5430
格洛克 18 型 | 烈焰天使 (略有磨损),Glock-18 | Sacrifice (Minimal Wear),773664,553485864,553485864,43969
印花 | 卡门鸡 (闪亮),Sticker | Door Stuck (Foil),773545,553485865,553485865,43327
MAG-7 | 碰碰狗 (崭新出厂),MAG-7 | Popdog (Factory New),773662,553485866,553485866,45209
MAG-7 | 碰碰狗 (久经沙场),MAG-7 | Popdog (Field-Tested),773665,553485867,553485867,311
格洛克 18 型 | 烈焰天使 (久经沙场),Glock-18 | Sacrifice (Field-Tested),773611,553485868,553485868,441
双持贝瑞塔 | 1.6精英 (略有磨损),Dual Berettas | Elite 1.6 (Minimal Wear),773642,553485869,553485869,46312
法玛斯 | 退役 (久经沙场),FAMAS | Decommissioned (Field-Tested),773675,553485870,553485870,3528
MP9 | 九头蛇 (久经沙场),MP9 | Hydra (Field-Tested),773687,553485871,553485871,711
P250 | 炼狱小镇 (久经沙场),P250 | Inferno (Field-Tested),773663,553485872,553485872,36845
AUG | 汪之萌杀 (崭新出厂),AUG | Death by Puppy (Factory New),773667,553485873,553485873,44723
MAC-10（StatTrak™） | 板条箱 (破损不堪),StatTrak™ MAC-10 | Classic Crate (Well-Worn),773709,553485874,553485874,46945
双持贝瑞塔（StatTrak™） | 1.6精英 (久经沙场),StatTrak™ Dual Berettas | Elite 1.6 (Field-Tested),773719,553485875,553485875,3527
MAC-10 | 板条箱 (战痕累累),MAC-10 | Classic Crate (Battle-Scarred),773672,553485876,553485876,45811
海豹短刀（★ StatTrak™） | 深红之网 (略有磨损),★ StatTrak™ Classic Knife | Crimson Web (Minimal Wear),773671,553485877,553485877,57464
法玛斯 | 退役 (略有磨损),FAMAS | Decommissioned (Minimal Wear),773612,553485878,553485878,44180
P90 | 往日行动 (久经沙场),P90 | Nostalgia (Field-Tested),773646,553485879,553485879,45727
AWP | 野火 (久经沙场),AWP | Wildfire (Field-Tested),773698,553485880,553485880,541
SCAR-20 | 仓库突击 (崭新出厂),SCAR-20 | Assault (Factory New),773670,553485881,553485881,46190
法玛斯 | 退役 (战痕累累),FAMAS | Decommissioned (Battle-Scarred),773616,553485882,553485882,54
MP5-SD | 探员 (战痕累累),MP5-SD | Agent (Battle-Scarred),773659,553485883,553485883,2773
P250 | 炼狱小镇 (略有磨损),P250 | Inferno (Minimal Wear),773669,553485884,553485884,323
UMP-45（StatTrak™） | 塑胶炸弹 (久经沙场),StatTrak™ UMP-45 | Plastique (Field-Tested),773718,553485885,553485885,1497
MP9（StatTrak™） | 九头蛇 (破损不堪),StatTrak™ MP9 | Hydra (Well-Worn),773801,553485886,553485886,52595
法玛斯 | 纪念碑 (略有磨损),FAMAS | Commemoration (Minimal Wear),773757,553485887,553485887,2048
MP9 | 九头蛇 (略有磨损),MP9 | Hydra (Minimal Wear),773650,553485888,553485888,749
MAC-10 | 板条箱 (破损不堪),MAC-10 | Classic Crate (Well-Worn),773626,553485889,553485889,34979
AUG（StatTrak™） | 汪之萌杀 (久经沙场),StatTrak™ AUG | Death by Puppy (Field-Tested),773704,553485890,553485890,52221
Tec-9 | 闪光舞步 (略有磨损),Tec-9 | Flash Out (Minimal Wear),773666,553485891,553485891,44597
法玛斯（StatTrak™） | 退役 (略有磨损),StatTrak™ FAMAS | Decommissioned (Minimal Wear),773652,553485892,553485892,50611
MAC-10 | 板条箱 (久经沙场),MAC-10 | Classic Crate (Field-Tested),773679,553485893,553485893,47124
FN57 | 好兄弟 (久经沙场),Five-SeveN | Buddy (Field-Tested),773625,553485894,553485894,2035
SCAR-20 | 仓库突击 (略有磨损),SCAR-20 | Assault (Minimal Wear),773648,553485895,553485895,229
M249 | 阿兹特克 (久经沙场),M249 | Aztec (Field-Tested),773631,553485896,553485896,170
P90 | 往日行动 (破损不堪),P90 | Nostalgia (Well-Worn),773790,553485897,553485897,53675
UMP-45 | 塑胶炸弹 (略有磨损),UMP-45 | Plastique (Minimal Wear),773636,553485898,553485898,1210
格洛克 18 型 | 烈焰天使 (战痕累累),Glock-18 | Sacrifice (Battle-Scarred),773627,553485899,553485899,629
MAC-10 | 板条箱 (崭新出厂),MAC-10 | Classic Crate (Factory New),773775,553485900,553485900,52352
SCAR-20 | 仓库突击 (破损不堪),SCAR-20 | Assault (Well-Worn),773763,553485901,553485901,48657
法玛斯 | 退役 (破损不堪),FAMAS | Decommissioned (Well-Worn),773639,553485902,553485902,677
SCAR-20（StatTrak™） | 仓库突击 (战痕累累),StatTrak™ SCAR-20 | Assault (Battle-Scarred),773735,553485903,553485903,51117
格洛克 18 型（StatTrak™） | 烈焰天使 (久经沙场),StatTrak™ Glock-18 | Sacrifice (Field-Tested),773632,553485904,553485904,1640
FN57 | 好兄弟 (略有磨损),Five-SeveN | Buddy (Minimal Wear),773695,553485905,553485905,258
法玛斯 | 退役 (崭新出厂),FAMAS | Decommissioned (Factory New),773644,553485906,553485906,43896
M249 | 阿兹特克 (略有磨损),M249 | Aztec (Minimal Wear),773656,553485907,553485907,4660
Tec-9 | 闪光舞步 (崭新出厂),Tec-9 | Flash Out (Factory New),773685,553485908,553485908,44903
P90 | 往日行动 (略有磨损),P90 | Nostalgia (Minimal Wear),773697,553485909,553485909,2633
Tec-9 | 闪光舞步 (战痕累累),Tec-9 | Flash Out (Battle-Scarred),773674,553485910,553485910,48599
MAC-10（StatTrak™） | 板条箱 (略有磨损),StatTrak™ MAC-10 | Classic Crate (Minimal Wear),773693,553485911,553485911,44027
双持贝瑞塔 | 1.6精英 (久经沙场),Dual Berettas | Elite 1.6 (Field-Tested),773613,553485912,553485912,466
P250 | 炼狱小镇 (崭新出厂),P250 | Inferno (Factory New),773710,553485913,553485913,45672
MAG-7 | 碰碰狗 (战痕累累),MAG-7 | Popdog (Battle-Scarred),773683,553485914,553485914,43940
SCAR-20（StatTrak™） | 仓库突击 (略有磨损),StatTrak™ SCAR-20 | Assault (Minimal Wear),773726,553485915,553485915,2336
格洛克 18 型 | 烈焰天使 (破损不堪),Glock-18 | Sacrifice (Well-Worn),773647,553485916,553485916,44217
MAG-7 | 碰碰狗 (略有磨损),MAG-7 | Popdog (Minimal Wear),773635,553485922,553485922,676
MAC-10 | 板条箱 (略有磨损),MAC-10 | Classic Crate (Minimal Wear),773654,553485923,553485923,127
反恐精英20周年武器箱钥匙,CS20 Case Key,773550,553485924,553485924,44331
SCAR-20 | 仓库突击 (战痕累累),SCAR-20 | Assault (Battle-Scarred),773658,553485925,553485925,43541
法玛斯 | 纪念碑 (久经沙场),FAMAS | Commemoration (Field-Tested),773688,553485926,553485926,900
FN57 | 好兄弟 (破损不堪),Five-SeveN | Buddy (Well-Worn),773779,553485927,553485927,48524
MP5-SD | 探员 (久经沙场),MP5-SD | Agent (Field-Tested),773547,553485928,553485928,43549
P90（StatTrak™） | 往日行动 (略有磨损),StatTrak™ P90 | Nostalgia (Minimal Wear),773778,553485929,553485929,53279
P90 | 往日行动 (崭新出厂),P90 | Nostalgia (Factory New),773706,553485930,553485930,14613
P250（StatTrak™） | 炼狱小镇 (略有磨损),StatTrak™ P250 | Inferno (Minimal Wear),773754,553485931,553485931,43483
AUG（StatTrak™） | 汪之萌杀 (崭新出厂),StatTrak™ AUG | Death by Puppy (Factory New),773723,553485932,553485932,2101
P90（StatTrak™） | 往日行动 (崭新出厂),StatTrak™ P90 | Nostalgia (Factory New),773797,553485933,553485933,45621
法玛斯（StatTrak™） | 退役 (久经沙场),StatTrak™ FAMAS | Decommissioned (Field-Tested),773708,553485934,553485934,3779
MP5-SD | 探员 (破损不堪),MP5-SD | Agent (Well-Worn),773633,553485935,553485935,1827
格洛克 18 型（StatTrak™） | 烈焰天使 (略有磨损),StatTrak™ Glock-18 | Sacrifice (Minimal Wear),773694,553485936,553485936,43776
AWP（StatTrak™） | 野火 (略有磨损),StatTrak™ AWP | Wildfire (Minimal Wear),773713,553485937,553485937,53672
FN57（StatTrak™） | 好兄弟 (略有磨损),StatTrak™ Five-SeveN | Buddy (Minimal Wear),773744,553485938,553485938,2474
双持贝瑞塔（StatTrak™） | 1.6精英 (战痕累累),StatTrak™ Dual Berettas | Elite 1.6 (Battle-Scarred),773795,553485939,553485939,46941
MP9 | 九头蛇 (战痕累累),MP9 | Hydra (Battle-Scarred),773684,553485940,553485940,49617
海豹短刀（★ StatTrak™） | 渐变之色 (崭新出厂),★ StatTrak™ Classic Knife | Fade (Factory New),773702,553485941,553485941,44637
MAG-7（StatTrak™） | 碰碰狗 (久经沙场),StatTrak™ MAG-7 | Popdog (Field-Tested),773657,553485942,553485942,2040
SCAR-20（StatTrak™） | 仓库突击 (久经沙场),StatTrak™ SCAR-20 | Assault (Field-Tested),773641,553485943,553485943,696
FN57 | 好兄弟 (崭新出厂),Five-SeveN | Buddy (Factory New),773610,553485944,553485944,43572
AWP（StatTrak™） | 野火 (久经沙场),StatTrak™ AWP | Wildfire (Field-Tested),773774,553485945,553485945,50146
Tec-9 | 闪光舞步 (破损不堪),Tec-9 | Flash Out (Well-Worn),773756,553485946,553485946,50004
法玛斯（StatTrak™） | 纪念碑 (崭新出厂),StatTrak™ FAMAS | Commemoration (Factory New),773780,553485947,553485947,52060
法玛斯（StatTrak™） | 纪念碑 (久经沙场),StatTrak™ FAMAS | Commemoration (Field-Tested),773764,553485948,553485948,2137
AWP | 野火 (战痕累累),AWP | Wildfire (Battle-Scarred),773691,553485949,553485949,46507
MP5-SD | 探员 (崭新出厂),MP5-SD | Agent (Factory New),773673,553485950,553485950,49301
AUG | 汪之萌杀 (久经沙场),AUG | Death by Puppy (Field-Tested),773643,553485951,553485951,1810
格洛克 18 型 | 烈焰天使 (崭新出厂),Glock-18 | Sacrifice (Factory New),773717,553485952,553485952,47500
格洛克 18 型（StatTrak™） | 烈焰天使 (战痕累累),StatTrak™ Glock-18 | Sacrifice (Battle-Scarred),773634,553485953,553485953,49592
双持贝瑞塔 | 1.6精英 (崭新出厂),Dual Berettas | Elite 1.6 (Factory New),773628,553485954,553485954,44092
Tec-9（StatTrak™） | 闪光舞步 (崭新出厂),StatTrak™ Tec-9 | Flash Out (Factory New),773760,553485955,553485955,642
MAG-7 | 碰碰狗 (破损不堪),MAG-7 | Popdog (Well-Worn),773768,553485956,553485956,50446
UMP-45 | 塑胶炸弹 (战痕累累),UMP-45 | Plastique (Battle-Scarred),773755,553485957,553485957,47372
M249（StatTrak™） | 阿兹特克 (久经沙场),StatTrak™ M249 | Aztec (Field-Tested),773661,553485958,553485958,50226
UMP-45 | 塑胶炸弹 (崭新出厂),UMP-45 | Plastique (Factory New),773747,553485960,553485960,44105
UMP-45（StatTrak™） | 塑胶炸弹 (崭新出厂),StatTrak™ UMP-45 | Plastique (Factory New),773784,553485961,553485961,819
格洛克 18 型（StatTrak™） | 烈焰天使 (破损不堪),StatTrak™ Glock-18 | Sacrifice (Well-Worn),773732,553485962,553485962,11214
MAC-10（StatTrak™） | 板条箱 (战痕累累),StatTrak™ MAC-10 | Classic Crate (Battle-Scarred),773701,553485963,553485963,46910
P250（StatTrak™） | 炼狱小镇 (破损不堪),StatTrak™ P250 | Inferno (Well-Worn),773813,553485964,553485964,57518
UMP-45 | 塑胶炸弹 (破损不堪),UMP-45 | Plastique (Well-Worn),773722,553485965,553485965,51202
MP5-SD（StatTrak™） | 探员 (久经沙场),StatTrak™ MP5-SD | Agent (Field-Tested),773689,553485966,553485966,45152
MP9 | 九头蛇 (破损不堪),MP9 | Hydra (Well-Worn),773637,553485967,553485967,47756
M249 | 阿兹特克 (崭新出厂),M249 | Aztec (Factory New),773741,553485968,553485968,816
MAG-7（StatTrak™） | 碰碰狗 (破损不堪),StatTrak™ MAG-7 | Popdog (Well-Worn),773793,553485969,553485969,50669
MAG-7（StatTrak™） | 碰碰狗 (略有磨损),StatTrak™ MAG-7 | Popdog (Minimal Wear),773762,553485970,553485970,43299
格洛克 18 型（StatTrak™） | 烈焰天使 (崭新出厂),StatTrak™ Glock-18 | Sacrifice (Factory New),773748,553485971,553485971,5236
P250（StatTrak™） | 炼狱小镇 (久经沙场),StatTrak™ P250 | Inferno (Field-Tested),773711,553485972,553485972,45962
MP9（StatTrak™） | 九头蛇 (战痕累累),StatTrak™ MP9 | Hydra (Battle-Scarred),773769,553485973,553485973,56180
Tec-9（StatTrak™） | 闪光舞步 (略有磨损),StatTrak™ Tec-9 | Flash Out (Minimal Wear),773680,553485974,553485974,44295
MP5-SD（StatTrak™） | 探员 (战痕累累),StatTrak™ MP5-SD | Agent (Battle-Scarred),773786,553485975,553485975,50102
FN57（StatTrak™） | 好兄弟 (崭新出厂),StatTrak™ Five-SeveN | Buddy (Factory New),773705,553485976,553485976,817
Tec-9（StatTrak™） | 闪光舞步 (战痕累累),StatTrak™ Tec-9 | Flash Out (Battle-Scarred),773725,553485977,553485977,47691
双持贝瑞塔（StatTrak™） | 1.6精英 (略有磨损),StatTrak™ Dual Berettas | Elite 1.6 (Minimal Wear),773743,553485978,553485978,43732
法玛斯（StatTrak™） | 退役 (破损不堪),StatTrak™ FAMAS | Decommissioned (Well-Worn),773700,553485979,553485979,48310
FN57 | 好兄弟 (战痕累累),Five-SeveN | Buddy (Battle-Scarred),773703,553485980,553485980,48122
SCAR-20（StatTrak™） | 仓库突击 (崭新出厂),StatTrak™ SCAR-20 | Assault (Factory New),773660,553485981,553485981,51570
MP9 | 九头蛇 (崭新出厂),MP9 | Hydra (Factory New),773771,553485982,553485982,2190
MAG-7（StatTrak™） | 碰碰狗 (战痕累累),StatTrak™ MAG-7 | Popdog (Battle-Scarred),773724,553485983,553485983,44748
UMP-45（StatTrak™） | 塑胶炸弹 (战痕累累),StatTrak™ UMP-45 | Plastique (Battle-Scarred),773629,553485984,553485984,53070
AWP | 野火 (破损不堪),AWP | Wildfire (Well-Worn),773734,553485985,553485985,51375
FN57（StatTrak™） | 好兄弟 (久经沙场),StatTrak™ Five-SeveN | Buddy (Field-Tested),773677,553485986,553485986,2179
双持贝瑞塔（StatTrak™） | 1.6精英 (破损不堪),StatTrak™ Dual Berettas | Elite 1.6 (Well-Worn),773787,553485987,553485987,48539
P250 | 炼狱小镇 (战痕累累),P250 | Inferno (Battle-Scarred),773727,553485988,553485988,46551
M249（StatTrak™） | 阿兹特克 (战痕累累),StatTrak™ M249 | Aztec (Battle-Scarred),773739,553485989,553485989,55209
MAG-7（StatTrak™） | 碰碰狗 (崭新出厂),StatTrak™ MAG-7 | Popdog (Factory New),773712,553485990,553485990,51122
FN57（StatTrak™） | 好兄弟 (战痕累累),StatTrak™ Five-SeveN | Buddy (Battle-Scarred),773809,553485991,553485991,52730
M249（StatTrak™） | 阿兹特克 (略有磨损),StatTrak™ M249 | Aztec (Minimal Wear),773746,553485992,553485992,49300
M249 | 阿兹特克 (战痕累累),M249 | Aztec (Battle-Scarred),773707,553485993,553485993,43939
AUG | 汪之萌杀 (破损不堪),AUG | Death by Puppy (Well-Worn),773811,553485994,553485994,57916
P250（StatTrak™） | 炼狱小镇 (崭新出厂),StatTrak™ P250 | Inferno (Factory New),773758,553485995,553485995,48259
法玛斯（StatTrak™） | 退役 (崭新出厂),StatTrak™ FAMAS | Decommissioned (Factory New),773782,553485996,553485996,2295
双持贝瑞塔 | 1.6精英 (破损不堪),Dual Berettas | Elite 1.6 (Well-Worn),773653,553485997,553485997,50130
P250（StatTrak™） | 炼狱小镇 (战痕累累),StatTrak™ P250 | Inferno (Battle-Scarred),773749,553485998,553485998,50961
M249 | 阿兹特克 (破损不堪),M249 | Aztec (Well-Worn),773761,553485999,553485999,48309
法玛斯（StatTrak™） | 纪念碑 (略有磨损),StatTrak™ FAMAS | Commemoration (Minimal Wear),773765,553486000,553486000,46264
M249（StatTrak™） | 阿兹特克 (崭新出厂),StatTrak™ M249 | Aztec (Factory New),773676,553486001,553486001,55014
UMP-45（StatTrak™） | 塑胶炸弹 (略有磨损),StatTrak™ UMP-45 | Plastique (Minimal Wear),773651,553486002,553486002,2638
SCAR-20（StatTrak™） | 仓库突击 (破损不堪),StatTrak™ SCAR-20 | Assault (Well-Worn),773759,553486003,553486003,45345
MP5-SD（StatTrak™） | 探员 (破损不堪),StatTrak™ MP5-SD | Agent (Well-Worn),773731,553486004,553486004,50858
AWP（StatTrak™） | 野火 (战痕累累),StatTrak™ AWP | Wildfire (Battle-Scarred),773805,553486005,553486005,55011
双持贝瑞塔（StatTrak™） | 1.6精英 (崭新出厂),StatTrak™ Dual Berettas | Elite 1.6 (Factory New),773794,553486012,553486012,49295
法玛斯 | 纪念碑 (破损不堪),FAMAS | Commemoration (Well-Worn),773742,553486014,553486014,48751
P250 | 炼狱小镇 (破损不堪),P250 | Inferno (Well-Worn),773745,553486015,553486015,55549
MP9（StatTrak™） | 九头蛇 (久经沙场),StatTrak™ MP9 | Hydra (Field-Tested),773789,553486016,553486016,44858
Tec-9（StatTrak™） | 闪光舞步 (破损不堪),StatTrak™ Tec-9 | Flash Out (Well-Worn),773812,553486019,553486019,49700
海豹短刀（★ StatTrak™） | 人工染色 (久经沙场),★ StatTrak™ Classic Knife | Stained (Field-Tested),773897,553486020,553486020,56858
MP9（StatTrak™） | 九头蛇 (崭新出厂),StatTrak™ MP9 | Hydra (Factory New),773820,553486021,553486021,2563
MP5-SD（StatTrak™） | 探员 (略有磨损),StatTrak™ MP5-SD | Agent (Minimal Wear),773681,553486022,553486022,46519
海豹短刀（★ StatTrak™） | 深红之网 (破损不堪),★ StatTrak™ Classic Knife | Crimson Web (Well-Worn),773880,553486028,553486028,61142
海豹短刀（★ StatTrak™） | 表面淬火 (破损不堪),★ StatTrak™ Classic Knife | Case Hardened (Well-Worn),773874,553486029,553486029,61154
MP9（StatTrak™） | 九头蛇 (略有磨损),StatTrak™ MP9 | Hydra (Minimal Wear),773803,553486063,553486063,44440
P90 | 往日行动 (战痕累累),P90 | Nostalgia (Battle-Scarred),773799,553486064,553486064,50710
海豹短刀（★） | 人工染色 (崭新出厂),★ Classic Knife | Stained (Factory New),773844,553486126,553486126,49627
UMP-45（StatTrak™） | 塑胶炸弹 (破损不堪),StatTrak™ UMP-45 | Plastique (Well-Worn),773810,553486127,553486127,51031
AUG（StatTrak™） | 汪之萌杀 (略有磨损),StatTrak™ AUG | Death by Puppy (Minimal Wear),773788,553486145,553486145,2470
MAC-10（StatTrak™） | 板条箱 (崭新出厂),StatTrak™ MAC-10 | Classic Crate (Factory New),773808,553486171,553486171,814
短剑（★ StatTrak™） | 蓝钢 (崭新出厂),★ StatTrak™ Stiletto Knife | Blue Steel (Factory New),762819,553486183,553486183,60842
P90（StatTrak™） | 往日行动 (破损不堪),StatTrak™ P90 | Nostalgia (Well-Worn),773750,553486184,553486184,57717
海豹短刀（★ StatTrak™） | 表面淬火 (久经沙场),★ StatTrak™ Classic Knife | Case Hardened (Field-Tested),773869,553486185,553486185,57217
FN57（StatTrak™） | 好兄弟 (破损不堪),StatTrak™ Five-SeveN | Buddy (Well-Worn),773834,553486188,553486188,57735
海豹短刀（★） | 深红之网 (战痕累累),★ Classic Knife | Crimson Web (Battle-Scarred),773831,553486222,553486222,54015
P90（StatTrak™） | 往日行动 (战痕累累),StatTrak™ P90 | Nostalgia (Battle-Scarred),773773,553486223,553486223,57339
法玛斯 | 纪念碑 (战痕累累),FAMAS | Commemoration (Battle-Scarred),773776,553486225,553486225,43934
M249（StatTrak™） | 阿兹特克 (破损不堪),StatTrak™ M249 | Aztec (Well-Worn),773835,553486229,553486229,56831
AWP（StatTrak™） | 野火 (破损不堪),StatTrak™ AWP | Wildfire (Well-Worn),773819,553486235,553486235,59083
海豹短刀（★ StatTrak™） | 枯焦之色 (崭新出厂),★ StatTrak™ Classic Knife | Scorched (Factory New),774349,553486236,553486236,104399
海豹短刀（★ StatTrak™） | 都市伪装 (破损不堪),★ StatTrak™ Classic Knife | Urban Masked (Well-Worn),773804,553486247,553486247,53414
海豹短刀（★） | 蓝钢 (崭新出厂),★ Classic Knife | Blue Steel (Factory New),773858,553486279,553486279,57606
AUG（StatTrak™） | 汪之萌杀 (破损不堪),StatTrak™ AUG | Death by Puppy (Well-Worn),773818,553486280,553486280,59321
海豹短刀（★ StatTrak™） | 狩猎网格 (久经沙场),★ StatTrak™ Classic Knife | Safari Mesh (Field-Tested),773884,553486313,553486313,55837
海豹短刀（★ StatTrak™） | 夜色 (破损不堪),★ StatTrak™ Classic Knife | Night Stripe (Well-Worn),774457,553486314,553486314,53625
MP5-SD（StatTrak™） | 探员 (崭新出厂),StatTrak™ MP5-SD | Agent (Factory New),773836,553486327,553486327,51312
海豹短刀（★ StatTrak™） | 北方森林 (略有磨损),★ StatTrak™ Classic Knife | Boreal Forest (Minimal Wear),774326,553486328,553486328,61161
爪子刀（★ StatTrak™） | 澄澈之水 (战痕累累),★ StatTrak™ Karambit | Bright Water (Battle-Scarred),43717,553486330,553486330,58428
海豹短刀（★ StatTrak™） | 北方森林 (久经沙场),★ StatTrak™ Classic Knife | Boreal Forest (Field-Tested),773847,553486332,553486332,54390
海豹短刀（★ StatTrak™） | 人工染色 (战痕累累),★ StatTrak™ Classic Knife | Stained (Battle-Scarred),774145,553486333,553486333,52039
海豹短刀（★ StatTrak™） | 北方森林 (战痕累累),★ StatTrak™ Classic Knife | Boreal Forest (Battle-Scarred),773899,553486334,553486334,61163
法玛斯（StatTrak™） | 纪念碑 (战痕累累),StatTrak™ FAMAS | Commemoration (Battle-Scarred),773870,553486335,553486335,53488
短剑（★） | 枯焦之色 (崭新出厂),★ Stiletto Knife | Scorched (Factory New),768904,553486339,553486339,47248
熊刀（★ StatTrak™） | 致命紫罗兰 (破损不堪),★ StatTrak™ Ursus Knife | Ultraviolet (Well-Worn),769980,553486340,553486340,60880
海豹短刀（★ StatTrak™） | 深红之网 (久经沙场),★ StatTrak™ Classic Knife | Crimson Web (Field-Tested),773868,553486344,553486344,51429
海豹短刀（★ StatTrak™） | 人工染色 (略有磨损),★ StatTrak™ Classic Knife | Stained (Minimal Wear),773879,553486346,553486346,61140
海豹短刀（★） | 北方森林 (崭新出厂),★ Classic Knife | Boreal Forest (Factory New),774144,553486352,553486352,61125
海豹短刀（★ StatTrak™） | 狩猎网格 (战痕累累),★ StatTrak™ Classic Knife | Safari Mesh (Battle-Scarred),773876,553486359,553486359,61150
海豹短刀（★ StatTrak™） | 深红之网 (战痕累累),★ StatTrak™ Classic Knife | Crimson Web (Battle-Scarred),773875,553486362,553486362,57257
求生匕首（★） | 都市伪装 (战痕累累),★ Survival Knife | Urban Masked (Battle-Scarred),776869,553486363,553486363,54606
求生匕首（★） | 屠夫 (崭新出厂),★ Survival Knife | Slaughter (Factory New),776803,553486364,553486364,52058
求生匕首（★） | 森林 DDPAT (战痕累累),★ Survival Knife | Forest DDPAT (Battle-Scarred),777109,553486365,553486365,52558
求生匕首（★） | 表面淬火 (战痕累累),★ Survival Knife | Case Hardened (Battle-Scarred),776909,553486366,553486366,48861
求生匕首（★） | 狩猎网格 (战痕累累),★ Survival Knife | Safari Mesh (Battle-Scarred),776865,553486367,553486367,50863
求生匕首（★） | 枯焦之色 (久经沙场),★ Survival Knife | Scorched (Field-Tested),776673,553486368,553486368,55306
求生匕首（★） | 都市伪装 (久经沙场),★ Survival Knife | Urban Masked (Field-Tested),776896,553486369,553486369,52939
求生匕首（★）,★ Survival Knife,776261,553486370,553486370,34774
